token;reference
Flöha;LOC
und;O
Freiberg;LOC
helfen;O
es;O
werden;O
dringen;O
helfende;O
hände;O
benötigt;O
da;O
der;O
damm;O
in;O
knautkkleeberg;LOC
zu;O
brechen;O
scheint;O
Deshalb;O
sollen;O
alle;O
freiwilligen;O
Helfer;O
bitte;O
ins;O
Kieswerk;O
Kleinpösna;LOC
Kiesgrubenstraße;LOC
Leipzig;LOC
um;O
Sandsäcke;O
zu;O
füllen;O
Am;O
Damm;O
direkt;O
werden;O
keine;O
Helfer;O
benötigt;O
da;O
es;O
dort;O
zu;O
gefährlich;O
wird;O
wer;O
hilfe;O
braucht;O
bitte;O
per;O
pn;O
an;O
mich;O
melden;O
müsste;O
blos;O
abgeholt;O
werden;O
da;O
ich;O
kein;O
geld;O
mehr;O
habe;O
standort;O
mittweida;LOC
Wo;O
kann;O
ich;O
im;O
Raum;O
Oederan;LOC
helfen;O
Heute;O
Abend;O
hat;O
keiner;O
angefragt;O
am;O
Mittwoch;O
Donnerstag;O
kann;O
ich;O
auch;O
wieder;O
ab;O
Uhr;O
Wer;O
also;O
kostenlose;O
Hilfe;O
beim;O
Aufräumen;O
braucht;O
bitte;O
melden;O
Auto;O
zwei;O
Hände;O
sind;O
verfügbar;O
noch;O
mal;O
mein;O
angebot;O
wer;O
hilfe;O
braucht;O
bitte;O
per;O
pn;O
an;O
mich;O
melden;O
müsste;O
blos;O
abgeholt;O
werden;O
da;O
ich;O
kein;O
geld;O
mehr;O
habe;O
standort;O
mittweida;LOC
und;O
ich;O
hab;O
probleme;O
mit;O
den;O
logo;O
runter;O
laden;O
per;O
handy;O
deshalb;O
setze;O
ic;O
es;O
noch;O
ma;O
so;O
rein;O
da;O
kann;O
es;O
jeder;O
haben;O
Biete;O
Hilfe;O
an;O
Leipzig;LOC
oder;O
Eilenburg;LOC
Gern;O
auch;O
Quartier;O
gern;O
mit;O
Haustieren;O
Erstmal;O
Danke;O
an;O
die;O
Helfer;O
der;O
BF;O
der;O
FFW;O
des;O
THW;O
und;O
allen;O
anderen;O
freiwilligen;O
Helfern;O
Ich;O
bin;O
stelv;O
Elternsprecher;O
der;O
Klasse;O
b;O
der;O
Lernförderschule;O
in;O
Flöha;LOC
und;O
suche;O
auf;O
diesem;O
Wege;O
noch;O
Helfer;O
die;O
uns;O
beim;O
aufräumen;O
und;O
säubern;O
der;O
Schule;O
helfen;O
können;O
Beginn;O
wäre;O
morgen;O
Die;O
Kirchbrücke;LOC
ist;O
leider;O
noch;O
nicht;O
passierbar;O
daher;O
muss;O
der;O
Umweg;O
über;O
die;O
neue;O
Umgehungsstraße;O
genommen;O
werden;O
Wir;O
würden;O
uns;O
freuen;O
wenn;O
sich;O
einige;O
finden;O
und;O
uns;O
beim;O
aufräumen;O
unterstützen;O
Danke;O
im;O
Vorraus;O
und;O
allen;O
Betroffenen;O
alles;O
Gute;O
Jens;O
Volkmann;O
Bei;O
Bedarf;O
helf;O
ich;O
gern;O
auch;O
aus;O
Ich;O
kann;O
zwar;O
keine;O
freien;O
Schlafplätze;O
anbieten;O
aber;O
biete;O
Hilfe;O
beim;O
Räumen;O
und;O
jeglicher;O
Art;O
wo;O
ich;O
was;O
tun;O
kann;O
an;O
Bitte;O
gebt;O
mir;O
bescheid;O
Falls;O
trotzdem;O
jemand;O
medizinische;O
Hilfe;O
benötigt;O
meldet;O
euch;O
Wer;O
hilfe;O
braucht;O
in;O
und;O
um;O
Chemnitz;LOC
kann;O
sich;O
hier;O
melden;O
vorallem;O
schlafplätze;O
Wer;O
Hilfe;O
braucht;O
bitte;O
melden;O
Helfe;O
gern;O
wo;O
soll;O
ich;O
hinkommen;O
Wer;O
hilfe;O
braucht;O
einfach;O
melden;O
Also;O
in;O
diesem;O
Sinne;O
will;O
ich;O
auch;O
meine;O
Hilfe;O
anbieten;O
ganz;O
gleich;O
um;O
was;O
es;O
sich;O
handelt;O
ob;O
aus;O
chemnitz;LOC
oder;O
Umgebung;O
ihr;O
sollt;O
wissen;O
das;O
ich;O
da;O
bin;O
um;O
zuhelfen;O
und;O
ich;O
werde;O
alles;O
erdenklich;O
mögliche;O
mache;O
um;O
zu;O
helfen;O
soweit;O
es;O
mir;O
möglich;O
ist;O
Wo;O
kann;O
man;O
noch;O
mit;O
anpacken;O
in;O
Chemnitz;LOC
Ich;O
möchte;O
was;O
tun;O
wir;O
suchen;O
freiwillige;O
Helfer;O
die;O
mit;O
nach;O
Erfenschlagzum;LOC
Nachteinsatz;O
kommen;O
und;O
helfen;O
desweiteren;O
benötigen;O
wir;O
Regenkleidung;O
und;O
Gummistiefel;O
wer;O
kann;O
helfen;O
Ich;O
hab;O
nächste;O
Woche;O
Urlaub;O
und;O
könnte;O
beim;O
Putzen;O
Aufräumen;O
was;O
auch;O
immer;O
helfen;O
Ab;O
ca;O
Uhr;O
bin;O
ich;O
dann;O
im;O
Ortsteil;O
Ottendorf;LOC
bei;O
Mittweida;LOC
unterwegs;O
Bei;O
Hilfe;O
in;O
dieser;O
Gegend;O
bitte;O
anrufen;O
Jeanette;O
Straßner;O
hat;O
meine;O
Nummer;O
Hey;O
es;O
ist;O
nie;O
auszuschließen;O
das;O
jemand;O
Hilfe;O
Benötigt;O
ich;O
denke;O
wer;O
das;O
beherrscht;O
kann;O
AUch;O
da;O
helfen;O
Egal;O
ob;O
ersthelfer;O
Leihe;O
oder;O
Sanitäter;O
Eine;O
Studenten;O
und;O
Ich;O
haben;O
morgen;O
auch;O
Zeit;O
wenn;O
jemand;O
einen;O
Ort;O
weiß;O
wo;O
man;O
helfen;O
kann;O
oder;O
direkt;O
jemand;O
Hilfe;O
braucht;O
Wir;O
haben;O
ein;O
Auto;O
bereit;O
stehen;O
Wenn;O
ihr;O
Hilfe;O
braucht;O
im;O
Raum;O
stl;LOC
da;O
würde;O
ich;O
da;O
sein;O
Hab;O
gummistiefel;O
und;O
klapp;O
Spaten;O
im;O
Auto;O
bin;O
noch;O
bis;O
wach;O
denk;O
ich;O
In;O
Aue;LOC
werden;O
noch;O
dringend;O
Leute;O
benötigt;O
zum;O
schaufeln;O
und;O
fahren;O
von;O
sandsacken;O
Die;O
Lage;O
wird;O
noch;O
ernster;O
da;O
die;O
talsperren;O
heut;O
Nacht;O
nochmal;O
abgelassen;O
werden;O
müssen;O
Bitte;O
helfen;O
und;O
oder;O
teilen;O
Wer;O
Hilfe;O
benötigt;O
soll;O
sich;O
bitte;O
melden;O
Gerade;O
noch;O
reingekommen;O
für;O
die;O
aus;O
der;O
nähe;O
HILFE;O
HOCHWASSER;O
HELFT;O
DÖBELN;LOC
WIR;O
BRAUCHEN;O
HILFE;O
VON;O
AUSSEN;O
BITTE;O
TEILEN;O
SO;O
OFT;O
WIE;O
MÖGLICH;O
BITTE;O
WENDET;O
EUCH;O
AN;O
DAS;O
THW;O
ODER;O
DRK;O
UND;O
FEUERWEHR;O
IN;O
DÖBELN;LOC
In;O
Aue;LOC
dem;O
städtischen;O
Betriebshof;O
beim;O
Bahnhof;O
wird;O
jede;O
helfende;O
Hand;O
gebraucht;O
Es;O
geht;O
darum;O
dass;O
dort;O
wirklich;O
wirklich;O
wirklich;O
jeder;O
Helfer;O
gebraucht;O
wird;O
Und;O
es;O
fahren;O
dort;O
auch;O
schon;O
Einige;O
seit;O
Stunden;O
Sandsäcke;O
hin;O
und;O
her;O
Man;O
kommt;O
ran;O
über;O
Hartenstein;LOC
und;O
Lösnitz;LOC
also;O
über;O
die;O
Umgehungsstrasse;O
da;O
geht;O
es;O
noch;O
am;O
besten;O
Wer;O
zieht;O
die;O
Gummistiefel;O
an;O
und;O
ist;O
bereit;O
los;O
zu;O
fahren;O
Wir;O
haben;O
freie;O
schlafplätze;O
in;O
Burgstädt;LOC
wo;O
wird;O
hilfe;O
gebraucht;O
ich;O
komme;O
Hallo;O
würden;O
auch;O
gern;O
vor;O
Ort;O
helfen;O
Wo;O
werden;O
wir;O
den;O
gebraucht;O
bzw;O
wo;O
kommen;O
wir;O
vom;O
Kaßberg;LOC
aus;O
hin;O
wir;O
kommen;O
gerade;O
vom;O
einsatz;O
wenn;O
in;O
nächster;O
zeit;O
noch;O
jemand;O
hilfe;O
braucht;O
wir;O
wären;O
da;O
D;O
Feuerwehr;O
Glauchau;LOC
braucht;O
immer;O
noch;O
Hilfe;O
Geht;O
hin;O
und;O
füllt;O
mit;O
Sandsäcke;O
Das;O
wäre;O
supi;O
Wir;O
kommen;O
grad;O
von;O
da;O
Beste;O
Grüße;O
von;O
Irr;O
Licht;O
Aktuelle;O
Information;O
Helfer;O
können;O
sich;O
dort;O
melden;O
Hi;O
Wo;O
kann;O
man;O
körperlichen;O
Einsatz;O
leisten;O
Habe;O
zeit;O
und;O
würde;O
gern;O
Unterstützung;O
leisten;O
Infos;O
mit;O
Nummer;O
erbeten;O
Wird;O
in;O
Erfenschlag;LOC
noch;O
Hilfe;O
benötigt;O
Könnte;O
nochmal;O
hinkommen;O
braucht;O
die;O
feuerwehr;O
noch;O
hilfe;O
am;O
erfenschlag;LOC
weiß;O
da;O
jemand;O
was;O
wenn;O
jmd;O
einen;O
schlafplatz;O
braucht;O
oder;O
sowas;O
kann;O
ich;O
versuchen;O
zu;O
helfen;O
Wohne;O
in;O
Lugau;LOC
das;O
ist;O
noch;O
gut;O
erreichbar;O
und;O
hat;O
derzeit;O
keine;O
Probleme;O
sonst;O
kann;O
ich;O
auch;O
evtl;O
Leute;O
versorgen;O
Auto;O
habe;O
ich;O
versuche;O
heute;O
in;O
stollberg;LOC
zu;O
helfen;O
falls;O
nötig;O
sonst;O
in;O
Chemnitz;LOC
arbeite;O
in;O
Chemnitz;LOC
könnte;O
also;O
auch;O
MFG;O
anbieten;O
einfach;O
melden;O
bitte;O
Biete;O
schlafplätze;O
für;O
personen;O
in;O
getrennten;O
räumen;O
Zudem;O
haben;O
wir;O
nun;O
ne;O
Truppe;O
von;O
Leuten;O
zam;O
gestellt;O
die;O
irgendwo;O
helfen;O
wollen;O
bitte;O
meldet;O
euch;O
Würde;O
gewisse;O
Menge;O
an;O
finanziellen;O
Mitteln;O
bereitstellen;O
sei;O
es;O
für;O
Lebensmittel;O
Kleidung;O
oder;O
ähnliches;O
Dazu;O
auch;O
meine;O
zwei;O
Hände;O
für;O
Aufräumarbeiten;O
wer;O
sie;O
benötigt;O
Hilfsangebot;O
der;O
HWK;O
Chemnitz;LOC
für;O
alle;O
Betroffenen;O
Uhr;O
Gerade;O
geführtes;O
Telefonat;O
mit;O
dem;O
Einsatzstab;O
Chemnitz;LOC
ergab;O
Momentan;O
werden;O
direkt;O
in;O
Chemnitz;LOC
keine;O
Privatpersonen;O
als;O
Helfer;O
benötigt;O
da;O
primär;O
die;O
Einsatzkräfte;O
der;O
FW;O
und;O
THW;O
usw;O
Keller;O
leer;O
pumpen;O
Eventuell;O
werden;O
zu;O
einem;O
späteren;O
Zeitpunkt;O
Helfer;O
benötigt;O
Sperrmüll;O
aus;O
den;O
Häusern;O
zu;O
tragen;O
Dies;O
wäre;O
über;O
ASR;O
in;O
Chemnitz;LOC
zu;O
erfragen;O
Für;O
den;O
Umkreis;O
konnte;O
im;O
Gespräch;O
keine;O
Aussage;O
getroffen;O
werden;O
Darf;O
geteilt;O
werden;O
In;O
Zwickau;LOC
ist;O
eine;O
Firma;O
komplett;O
abgesoffen;O
dort;O
wird;O
dringend;O
Hilfe;O
gebraucht;O
Gibts;O
Leute;O
die;O
dort;O
helfen;O
würden;O
Zeitz;LOC
Land;O
unter;O
im;O
Zeitzer;O
Tierheim;O
finanzielle;O
und;O
materielle;O
Unterstützung;O
gerne;O
gesehen;O
aber;O
auch;O
fleißige;O
Hände;O
die;O
mit;O
anpacken;O
wenn;O
das;O
Wasser;O
wieder;O
weg;O
ist;O
Kontakt;O
wird;O
irgendwie;O
oder;O
in;O
irgendeiner;O
art;O
und;O
weise;O
hilfe;O
benötigt;O
ich;O
bin;O
völlig;O
abgeschottet;O
von;O
dem;O
geschehen;O
hier;O
und;O
verfolge;O
alles;O
nur;O
per;O
handy;O
oder;O
sachsenfernsehen;O
ich;O
möchte;O
zu;O
gern;O
helfen;O
Helfer;O
in;O
Chemnitz;LOC
gesucht;O
Helfer;O
morgen;O
in;O
Chemnitz;LOC
gesucht;O
Sucht;O
Euch;O
raus;O
was;O
ihr;O
am;O
besten;O
erreichen;O
könnt;O
Vielleicht;O
erklären;O
sich;O
manche;O
mit;O
dazu;O
bereit;O
den;O
HELFERN;O
Feuerwehr;O
THW;O
Bundeswehr;O
und;O
HELFENDEN;O
HÄNDEN;O
in;O
den;O
besagten;O
Institutionen;O
und;O
Haushalten;O
und;O
Ladenflächen;O
usw;O
mit;O
kleinen;O
Snacks;O
belegten;O
Brötchen;O
Getränken;O
zu;O
unterstützen;O
Meine;O
Gedanken;O
gehen;O
an;O
Gaststätten;O
Bistro;O
s;O
Supermärkte;O
usw;O
auch;O
an;O
die;O
private;O
Hausfrau;O
die;O
gern;O
mit;O
helfen;O
möchte;O
Was;O
sagt;O
Ihr;O
dazu;O
Helfer;O
in;O
Halle;O
gesucht;O
Vielleicht;O
kennt;O
ihr;O
ja;O
jemanden;O
da;O
Würde;O
mich;O
freuen;O
wenn;O
sich;O
noch;O
paar;O
Leutz;O
bis;O
morgen;O
früh-mittag;O
melden;O
würden;O
würde;O
auch;O
meine;O
Küche;O
zum;O
Brötchen;O
belegen;O
etc;O
frei;O
geben;O
jeder;O
bringt;O
was;O
mit;O
und;O
dann;O
geht;O
s;O
los;O
die;O
anderen;O
Mädels;O
hole;O
ich;O
mitm;O
Auto;O
ab;O
Meißen;LOC
Kino;O
wird;O
ausgeräumt;O
Hilfe;O
ist;O
gerne;O
gesehen;O
also;O
ich;O
habe;O
zeit;O
und;O
kann;O
helfen;O
ich;O
bewege;O
mich;O
jetzt;O
richtig;O
theaterplatz;LOC
wenn;O
jemand;O
hilfe;O
braucht;O
dann;O
bitte;O
melden;O
wer;O
grad;O
zeit;O
hat;O
elbstrasse;LOC
rabener;O
keller;O
muss;O
evakuiert;O
werden;O
Sand;O
schleppen;O
am;O
Kino;O
Wer;O
kann;O
bitte;O
helfen;O
kommen;O
Wo;O
wird;O
akuell;O
Hilfe;O
benötigt;O
Bieten;O
Hilfe;O
für;O
Greiz;LOC
und;O
Umgebung;O
Wenn;O
noch;O
wer;O
gebraucht;O
wird;O
bescheid;O
sagen;O
wir;O
helfen;O
gerade;O
teile;O
sind;O
schon;O
auf;O
dem;O
weg;O
erst;O
bad;LOC
köstritz;LOC
bei;O
gera;LOC
dann;O
eilenburg;LOC
bei;O
leipzig;LOC
wir;O
halten;O
euch;O
trocken;O
zumindestens;O
versuchen;O
wir;O
es;O
Wenn;O
jemand;O
weiß;O
wo;O
man;O
um;O
Jena;LOC
anpacken;O
kann;O
Bescheid;O
geben;O
Auch;O
Unterkunft;O
kann;O
geboten;O
werden;O
für;O
Leute;O
die;O
ihre;O
Häuser;O
verlassen;O
müssen;O
Ich;O
würde;O
ja;O
gerne;O
irgendwo;O
ein;O
paar;O
Sandsäcke;O
füllen;O
aber;O
irgendwie;O
fehlt;O
hier;O
die;O
Info;O
wo;O
ich;O
meinen;O
Sandkastenspieltrieb;O
bei;O
dem;O
schönen;O
Wetter;O
stillen;O
kann;O
Ines;O
Schmidt;O
schrieb;O
In;O
gera;LOC
max;O
bögl;O
einfach;O
hinfahren;O
die;O
brauchen;O
jede;O
helfe;O
de;O
hand;O
Mission;O
verpflegung;O
für;O
die;O
helfer;O
beginnt;O
morgen;O
frühn;O
nachmittag;O
bei;O
intresse;O
bitte;O
melden;O
Uhr;O
In;O
Bad;LOC
Dürrenberg;LOC
werden;O
freiwillige;O
Helfer;O
gesucht;O
Kontakttelefon;O
OTZ;O
Juni;O
Hallo;O
Resi;O
in;O
Gera;LOC
können;O
sich;O
Helfer;O
unter;O
melden;O
Von;O
hier;O
aus;O
koordiniert;O
der;O
Katastrophenschutz;O
die;O
Hilfen;O
Oder;O
bei;O
der;O
Firma;O
Max;O
Bögel;O
in;O
Langenberg;LOC
melden;O
Dort;O
werden;O
Sandsäcke;O
gefüllt;O
Helfer;O
können;O
sich;O
auch;O
bei;O
den;O
Eisatzkräften;O
der;O
Feuerwehr;O
des;O
Technischen;O
Hilfswerkes;O
und;O
der;O
Eisatzzentrale;O
direkt;O
an;O
den;O
Eisatzstellen;O
in;O
Debschwitz;LOC
und;O
Untermhaus;LOC
wenden;O
In;O
Greiz;LOC
können;O
sich;O
Helfer;O
an;O
die;O
Infohotline;O
der;O
Stadt;O
Greiz;LOC
wenden;O
Telefon;O
FÄHRT;O
JEMAND;O
HIN;O
EVTL;O
FAHRGEMEINSCHAFTEN;O
Also;O
in;O
Greiz;LOC
werden;O
nun;O
keine;O
weiteren;O
Helfer;O
mehr;O
gebraucht;O
Sandsäcke;O
sind;O
befüllt;O
und;O
beladene;O
Multicars;O
stehen;O
bereit;O
Ich;O
denke;O
das;O
beruhigt;O
sich;O
die;O
nächsten;O
Tage;O
Bin;O
jetzt;O
wieder;O
in;O
Jena;LOC
falls;O
hier;O
noch;O
irgendwo;O
Hilfe;O
gebraucht;O
wird;O
Loschwitz;LOC
Uhr;O
Der;O
Pegel;O
steigt;O
stetig;O
Anwohner;O
der;O
Pillnitzer;LOC
Landstraße;LOC
zur;O
Elbe;LOC
hin;O
räumen;O
ihre;O
Keller;O
Das;O
Blaue;O
Wunder;O
soll;O
gesperrt;O
werden;O
Das;O
Altenheim;O
Pillnitz;LOC
wird;O
seit;O
Stunden;O
evakuiert;O
Die;O
Kita;O
bleibt;O
ab;O
morgen;O
geschlossen;O
Das;O
wird;O
hier;O
eine;O
unruhige;O
Nacht;O
Wer;O
helfen;O
will;O
fährt;O
einfach;O
die;O
straße;O
zwischen;O
Loschwitz;LOC
und;O
Pillnitz;LOC
entlang;O
Dort;O
sind;O
überall;O
helfende;O
Hände;O
willkommen;O
WIR;O
BENÖTIGEN;O
DRINGEND;O
HILFE;O
UM;O
DER;O
FLUT;O
ZU;O
ENTGEHEN;O
WIR;O
MÜSSEN;O
ÜBER;O
NACHT;O
WECHSELBRÜCKEN;O
CONTAINER;O
INNERHALB;O
VON;O
DRESDEN;LOC
UMSETZEN;O
Die;O
Aktion;O
läuft;O
zur;O
Zeit;O
schon;O
Jedoch;O
geht;O
es;O
nicht;O
so;O
schnell;O
wie;O
geplant;O
UNS;O
LÄUFT;O
DIE;O
ZEIT;O
DAVON;O
Wir;O
benötigen;O
dringend;O
EINE;O
oder;O
ZWEI;O
ZUGMASCHINEN;O
zum;O
Transport;O
von;O
WECHSELBRÜCKEN;O
BDF;O
Ganz;O
wichtig;O
BDF;O
Es;O
geht;O
voraussichtlich;O
auch;O
ab;O
morgen;O
Früh;O
denn;O
die;O
Elbe;LOC
steigt;O
nicht;O
so;O
schnell;O
wie;O
befürchtet;O
Kontakt;O
bitte;O
an;O
oder;O
contact;O
helmnot;O
com;O
oder;O
hier;O
auf;O
facebook;O
Bitte;O
helft;O
uns;O
der;O
Flut;O
zu;O
entkommen;O
und;O
TEILT;O
TEILT;O
TEILT;O
diesen;O
Beitrag;O
Wer;O
kann;O
uns;O
helfen;O
Wir;O
sind;O
ein;O
frei;O
finanziertes;O
Kulturunternhemen;O
aber;O
natürlich;O
bezahlen;O
wir;O
auch;O
dafür;O
In;O
den;O
Wechselbrücken;O
sind;O
Bühnenbilder;O
die;O
wir;O
selber;O
finanziert;O
und;O
gebaut;O
haben;O
An;O
ihnen;O
hängen;O
nicht;O
nur;O
unsere;O
Herzen;O
sondern;O
sie;O
sind;O
auch;O
unsere;O
Existenz;O
Informationen;O
zu;O
unserem;O
Theater;O
erfahrt;O
Ihr;O
unter;O
der;O
Website;O
von;O
HELMNOT;O
Wir;O
haben;O
in;O
der;O
Zschierener;O
Schule;O
eine;O
Untestellmöglichkeit;O
für;O
Möbel;O
geschaffen;O
Steffi;O
Müller;O
hat;O
den;O
Schlüssel;O
zur;O
Schule;O
und;O
ist;O
unter;O
zu;O
erreichen;O
Wir;O
haben;O
heute;O
bis;O
den;O
Zschiernern;O
geholfen;O
Wer;O
Hilfe;O
braucht;O
meldet;O
Euch;O
bitte;O
Wer;O
helfen;O
möchte;O
Am;O
Altmarkt;LOC
gibt;O
es;O
anscheinend;O
Möglichkeiten;O
dazu;O
laut;O
dem;O
Twitteracc;O
der;O
StadT;O
Dresden;LOC
Da;O
es;O
unklarheiten;O
gab;O
hier;O
der;O
genaue;O
Standort;O
der;O
Sandsackstation;O
Hansastraße;LOC
Am;O
besten;O
Seifersdorfer;LOC
oder;O
Bärnsdorfer;LOC
Straße;LOC
parken;O
falls;O
notwendig;O
Wege;O
freihalten;O
für;O
alle;O
die;O
Sandsäcke;O
brauchen;O
Kann;O
mir;O
jemand;O
die;O
genauen;O
Standorte;O
Pechelstraße;LOC
Cosssebaude;LOC
und;O
Theaterplatz;LOC
mitteilen;O
am;O
besten;O
GPS;O
Koordinaten;O
Wo;O
kann;O
man;O
helfen;O
WO;O
WIRD;O
HILFE;O
BENÖTIGT;O
Gibt;O
es;O
irgendwo;O
Informationen;O
darüber;O
wo;O
in;O
Dresden;LOC
und;O
Umgebung;O
morgen;O
und;O
die;O
kommenden;O
Tage;O
Helfer;O
benötigt;O
werden;O
Ich;O
denke;O
an;O
Stellen;O
an;O
denen;O
Sandsäcke;O
gefüllt;O
werden;O
o;O
ä;O
gibts;O
vielleicht;O
so;O
ne;O
Art;O
zentrale;O
Anlaufstelle;O
wenn;O
man;O
mit;O
Sandsäcken;O
o;O
Ä;O
helfen;O
will;O
Für;O
alle;O
die;O
helfen;O
wollen;O
das;O
hier;O
sind;O
die;O
Anlaufstellen;O
Sandsackfüllplätze;O
in;O
Betrieb;O
Feuerwehr;O
hat;O
Einsatzleitung;O
eingerichtet;O
Die;O
Feuerwehr;O
Dresden;LOC
hat;O
seit;O
den;O
frühen;O
Morgenstunden;O
eine;O
Einsatzleitung;O
eingerichtet;O
welche;O
die;O
gesamten;O
operativen;O
Maßnahmen;O
der;O
Hochwasserabwehr;O
organisiert;O
Seit;O
den;O
Nachtstunden;O
sind;O
die;O
Sandsackfüllplätze;O
in;O
Dresden-Cossebaude;LOC
und;O
Dresden-Lockwitz;LOC
in;O
Betrieb;O
An;O
verschiedenen;O
Schwerpunkten;O
im;O
Stadtgebiet;O
werden;O
bereits;O
Sandsäcke;O
verbaut;O
Dennoch;O
sind;O
Hauseigentümer;O
zur;O
Eigenvorsorge;O
verpflichtet;O
Informationen;O
hierzu;O
enthält;O
der;O
städtische;O
Handzettel;O
Hochwasser;O
Bürgerinformation;O
aktualisiert;O
im;O
Internet;O
unter;O
Er;O
liegt;O
auch;O
gedruckt;O
in;O
allen;O
Informationsstellen;O
der;O
Dresdner;O
Bürgerbüros;O
Ortsämter;O
und;O
Rathäuser;O
aus;O
Eine;O
kleine;O
Anzahl;O
von;O
Sandsäcken;O
kann;O
von;O
Bürgern;O
bei;O
den;O
Sandsackfüllplätzen;O
abgeholt;O
werden;O
Diese;O
befinden;O
sich;O
in;O
Dresden-Cossebaude;LOC
Bahnhofstraße;LOC
im;O
Bauhof;O
Der;O
Sandsackfüllplatz;O
bei;O
der;O
Freiwilligen;O
Feuerwehr;O
Lockwitz;LOC
Am;O
Plan;O
ist;O
momentan;O
noch;O
nicht;O
abgabebereit;O
Einsatzschwerpunkte;O
sind;O
momentan;O
Dresden-Niedersedlitz;LOC
und;O
Dresden-Cossebaude;LOC
Stand;O
Juni;O
Uhr;O
Quelle;O
Stadt;O
Dresden;LOC
A;O
Wenn;O
ich;O
mich;O
als;O
freiwilliger;O
Helfer;O
anbieten;O
möchte;O
an;O
wen;O
wende;O
ich;O
mich;O
da;O
Wird;O
irgendwo;O
in;O
Neustadtnähe;O
Altstadt;O
Pieschen;LOC
Verpflegung;O
für;O
Helfer;O
benötigt;O
Dresden;LOC
säuft;O
ab;O
und;O
ich;O
darf;O
nicht;O
helfen;O
An;O
allen;O
Ecken;O
und;O
Enden;O
in;O
und;O
um;O
Dresden;LOC
werden;O
Helfer;O
für;O
die;O
verschiedensten;O
Bereiche;O
zur;O
Hochwasserbekämpfung;O
etc;O
gesucht;O
Ich;O
befinde;O
mich;O
in;O
einer;O
Weiterbildung;O
übers;O
Jobcenter;O
Aufgrund;O
der;O
aktuellen;O
Lage;O
habe;O
ich;O
das;O
Jobcenter;O
angeschrieben;O
ob;O
es;O
eine;O
Möglichkeit;O
gäbe;O
eine;O
Freistellung;O
zu;O
bekommen;O
um;O
den;O
Betroffenen;O
lieber;O
helfen;O
zu;O
können;O
statt;O
hier;O
zu;O
sitzen;O
und;O
am;O
PC;O
rum;O
zu;O
tippeln;O
Lieber;O
vorher;O
mal;O
nachfragen;O
als;O
dann;O
noch;O
Ärger;O
mit;O
dem;O
Amt;O
zu;O
bekommen;O
Die;O
Antwort;O
Hallo;O
ich;O
kann;O
sie;O
gut;O
verstehen;O
jedoch;O
solange;O
die;O
Maßnahme;O
stattfindet;O
findet;O
sie;O
statt;O
und;O
sie;O
werden;O
ja;O
dort;O
nicht;O
freigestellt;O
Tut;O
mir;O
Leid;O
liebe;O
Leute;O
aber;O
ich;O
muss;O
also;O
hier;O
rumsitzen;O
und;O
zusehen;O
wie;O
andere;O
absaufen;O
Meine;O
Maßnahme;O
geht;O
immer;O
bis;O
Uhr;O
also;O
ab;O
Uhr;O
könnte;O
ich;O
für;O
ein;O
paar;O
Stündchen;O
meine;O
Hilfe;O
anbieten;O
Wem;O
ich;O
helfen;O
kann;O
kontaktiert;O
mich;O
einfach;O
Ein;O
weiterer;O
konkreter;O
Hilferuf;O
jetzt;O
aus;O
Brockwitz;LOC
A;O
Wer;O
in;O
der;O
Nähe;O
von;O
Meißen;LOC
wohnt;O
und;O
helfen;O
kann;O
und;O
möchte;O
in;O
der;O
Innenstadt;O
wird;O
aktuell;O
jede;O
Hand;O
gebraucht;O
es;O
gilt;O
zahlreiche;O
Läden;O
zu;O
beräumen;O
A;O
Kann;O
man;O
denn;O
als;O
normaler;O
Bürger;O
irgendwo;O
in;O
Dresden;LOC
mit;O
anpacken;O
und;O
Sandsäcke;O
tragen;O
Hallo;O
wir;O
möchten;O
gern;O
helfen;O
Wir;O
sind;O
Handball-Spielerinnen;O
und;O
haben;O
auf;O
Grund;O
der;O
Situation;O
kein;O
Training;O
und;O
was;O
noch;O
viel;O
wichtiger;O
ist;O
Wir;O
möchten;O
wirklich;O
gern;O
helfen;O
Vielleicht;O
könnt;O
Ihr;O
uns;O
sagen;O
wo;O
man;O
mit;O
anpacken;O
kann;O
z;O
B;O
beim;O
Sandsäcke;O
befüllen;O
Vorallem;O
was;O
die;O
Stadteile;O
Laubegast;LOC
Zschieren;LOC
Tolkewitz;LOC
oder;O
auch;O
jede;O
andere;O
Region;O
von;O
um;O
Dresden;LOC
Danke;O
TSV;O
Dresden;LOC
e;O
V;O
Wo;O
werden;O
noch;O
Helfer;O
gebraucht;O
Wir;O
benötigen;O
dringend;O
SANDSÄCKE;O
AM;O
PUROBEACH;O
DRESDEN;LOC
Wer;O
kann;O
uns;O
weiterhelfen;O
Bitte;O
MELDEN;O
Braucht;O
jemand;O
Hilfe;O
Einfach;O
melden;O
Wo;O
wird;O
noch;O
Hilfe;O
benötigt;O
Schreibt;O
mir;O
ne;O
sms;O
wo;O
und;O
ich;O
bin;O
unterwegs;O
Ort;O
Dresden;LOC
Freital;LOC
Anruf;O
geht;O
auch;O
bis;O
gleich;O
und;O
Viel;O
erfolg;O
dem;O
rest;O
wer;O
brauch;O
hilfe;O
auf;O
der;O
altstadt;O
seite;O
und;O
wo;O
Mädels;O
bieten;O
innerhalb;O
Dresden;LOC
Hilfe;O
an;O
Egal;O
was;O
Hauptsache;O
bei;O
