"token";"pos";"reference";"ner_raw";"token_normalized";"pos_normalized";"ner_norm";"ner_geoname_ne";"ner_geoname_ne_nn";"ner_geoname_ne_nn_prp";"ner_geoname_ne_nn_prp2"
"wenn";"KOUS";"O";"O";"wenn";"KOUS";"O";"O";"O";"O";"O"
"man";"PIS";"O";"O";"man";"PIS";"O";"O";"O";"O";"O"
"km";"NN";"O";"O";"Km";"NN";"O";"O";"O";"O";"O"
"weg";"ADV";"O";"O";"weg";"ADV";"O";"O";"O";"O";"O"
"wohnt";"VVFIN";"O";"O";"wohnt";"VVFIN";"O";"O";"O";"O";"O"
"würde";"VAFIN";"O";"O";"würde";"VAFIN";"O";"O";"O";"O";"O"
"gern";"ADV";"O";"O";"gern";"ADV";"O";"O";"O";"O";"O"
"helfen";"VVFIN";"O";"O";"helfen";"VVFIN";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"raguhn";"ADJD";"LOC";"O";"raguhn";"ADJD";"O";"O";"O";"O";"O"
"jessnitz";"ADJD";"LOC";"O";"jessnitz";"ADJD";"O";"O";"O";"O";"O"
"bitterfeld";"ADJD";"LOC";"O";"bitterfeld";"ADJD";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"so";"ADV";"O";"O";"so";"ADV";"O";"O";"O";"O";"O"
"Kann";"VMFIN";"O";"O";"Kann";"VMFIN";"O";"O";"O";"O";"O"
"noch";"ADV";"O";"O";"noch";"ADV";"O";"O";"O";"O";"O"
"in";"APPR";"LOC";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Raguhn";"NN";"LOC";"O";"Raguhn";"NN";"O";"O";"LOC";"LOC";"LOC"
"und";"KON";"LOC";"O";"und";"KON";"O";"O";"O";"O";"O"
"Sollnitz";"NN";"LOC";"O";"Sollnitz";"NN";"O";"O";"LOC";"O";"O"
"oder";"KON";"O";"O";"oder";"KON";"O";"O";"O";"O";"O"
"so";"ADV";"O";"O";"so";"ADV";"O";"O";"O";"O";"O"
"helfen";"VVINF";"O";"O";"helfen";"VVINF";"O";"O";"O";"O";"O"
"hab";"VAFIN";"O";"O";"hab";"VAFIN";"O";"O";"O";"O";"O"
"Traktor";"NN";"O";"O";"Traktor";"NN";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"Hänger";"NN";"O";"O";"Hänger";"NN";"O";"O";"O";"O";"O"
"zum";"APPRART";"O";"O";"zum";"APPRART";"O";"O";"O";"O";"O"
"Transport";"NN";"O";"O";"Transport";"NN";"O";"O";"O";"O";"O"
"von";"APPR";"O";"O";"von";"APPR";"O";"O";"O";"O";"O"
"Sandsäcken";"NN";"O";"O";"Sandsäcken";"NN";"O";"O";"O";"O";"O"
"oder";"KON";"O";"O";"oder";"KON";"O";"O";"O";"O";"O"
"anderes";"ADJA";"O";"O";"anderes";"ADJA";"O";"O";"O";"O";"O"
"dabei";"PROAV";"O";"O";"dabei";"PROAV";"O";"O";"O";"O";"O"
"Sind";"VAFIN";"O";"O";"Sind";"VAFIN";"O";"O";"O";"O";"O"
"von";"APPR";"O";"O";"von";"APPR";"O";"O";"O";"O";"O"
"Möhlau";"NE";"LOC";"O";"Möhlau";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"nur";"ADV";"O";"O";"nur";"ADV";"O";"O";"O";"O";"O"
"min";"NN";"O";"O";"Min";"NN";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"mich";"PPER";"O";"O";"mich";"PPER";"O";"O";"O";"O";"O"
"anrufen";"VVINF";"O";"O";"anrufen";"VVINF";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"ich";"PPER";"O";"O";"ich";"PPER";"O";"O";"O";"O";"O"
"mach";"VVFIN";"O";"O";"mach";"VVFIN";"O";"O";"O";"O";"O"
"los";"PTKVZ";"O";"O";"los";"PTKVZ";"O";"O";"O";"O";"O"
"oder";"KON";"O";"O";"oder";"KON";"O";"O";"O";"O";"O"
"einfach";"ADV";"O";"O";"einfach";"ADV";"O";"O";"O";"O";"O"
"so";"ADV";"O";"O";"so";"ADV";"O";"O";"O";"O";"O"
"Bescheid";"NN";"O";"O";"Bescheid";"NN";"O";"O";"LOC";"O";"O"
"geben";"VVINF";"O";"O";"geben";"VVINF";"O";"O";"O";"O";"O"
"hab";"VAFIN";"O";"O";"hab";"VAFIN";"O";"O";"O";"O";"O"
"Zeit";"NN";"O";"O";"Zeit";"NN";"O";"O";"O";"O";"O"
"Halle";"NE";"LOC";"O";"Halle";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"Auch";"ADV";"O";"O";"Auch";"ADV";"O";"O";"O";"O";"O"
"aus";"APPR";"O";"O";"aus";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Innenstadt";"NN";"O";"O";"Innenstadt";"NN";"O";"O";"LOC";"O";"O"
"gibt";"VVFIN";"O";"O";"gibt";"VVFIN";"O";"O";"O";"O";"O"
"es";"PPER";"O";"O";"es";"PPER";"O";"O";"O";"O";"O"
"neue";"ADJA";"O";"O";"neue";"ADJA";"O";"O";"O";"O";"O"
"Meldungen";"NN";"O";"O";"Meldungen";"NN";"O";"O";"O";"O";"O"
"Der";"ART";"O";"O";"Der";"ART";"O";"O";"O";"O";"O"
"Glauchaer";"ADJA";"LOC";"O";"Glauchaer";"ADJA";"O";"O";"O";"O";"O"
"Platz";"NN";"LOC";"O";"Platz";"NN";"O";"O";"LOC";"O";"O"
"ist";"VAFIN";"O";"O";"ist";"VAFIN";"O";"O";"O";"O";"O"
"komplett";"ADJD";"O";"O";"komplett";"ADJD";"O";"O";"O";"O";"O"
"gesperrt";"VVPP";"O";"O";"gesperrt";"VVPP";"O";"O";"O";"O";"O"
"hier";"ADV";"O";"O";"hier";"ADV";"O";"O";"O";"O";"O"
"drückt";"VVFIN";"O";"O";"drückt";"VVFIN";"O";"O";"O";"O";"O"
"das";"ART";"O";"O";"das";"ART";"O";"O";"O";"O";"O"
"Wasser";"NN";"O";"O";"Wasser";"NN";"O";"O";"LOC";"O";"O"
"durch";"APPR";"O";"O";"durch";"APPR";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Gullydeckel";"NN";"O";"O";"Gullydeckel";"NN";"O";"O";"O";"O";"O"
"alles";"PIS";"O";"O";"alles";"PIS";"O";"O";"O";"O";"O"
"steht";"VVFIN";"O";"O";"steht";"VVFIN";"O";"O";"O";"O";"O"
"unter";"APPR";"O";"O";"unter";"APPR";"O";"O";"O";"O";"O"
"Wasser";"NN";"O";"O";"Wasser";"NN";"O";"O";"LOC";"LOC";"LOC"
"Am";"APPRART";"O";"O";"Am";"APPRART";"O";"O";"O";"O";"O"
"Gimritzer";"ADJA";"LOC";"O";"Gimritzer";"ADJA";"O";"O";"O";"O";"O"
"Damm";"NN";"LOC";"O";"Damm";"NN";"O";"O";"LOC";"O";"O"
"wird";"VAFIN";"O";"O";"wird";"VAFIN";"O";"O";"O";"O";"O"
"jetzt";"ADV";"O";"O";"jetzt";"ADV";"O";"O";"O";"O";"O"
"weiter";"ADV";"O";"O";"weiter";"ADV";"O";"O";"O";"O";"O"
"gearbeitet";"VVPP";"O";"O";"gearbeitet";"VVPP";"O";"O";"O";"O";"O"
"Auch";"ADV";"O";"O";"Auch";"ADV";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"freiwilligen";"ADJA";"O";"O";"freiwilligen";"ADJA";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"sind";"VAFIN";"O";"O";"sind";"VAFIN";"O";"O";"O";"O";"O"
"wieder";"ADV";"O";"O";"wieder";"ADV";"O";"O";"O";"O";"O"
"im";"APPRART";"O";"O";"im";"APPRART";"O";"O";"O";"O";"O"
"Einsatz";"NN";"O";"O";"Einsatz";"NN";"O";"O";"O";"O";"O"
"Die";"ART";"O";"O";"Die";"ART";"O";"O";"O";"O";"O"
"Evakuierung";"NN";"O";"O";"Evakuierung";"NN";"O";"O";"O";"O";"O"
"vorhin";"ADV";"O";"O";"vorhin";"ADV";"O";"O";"O";"O";"O"
"erfolgte";"VVFIN";"O";"O";"erfolgte";"VVFIN";"O";"O";"O";"O";"O"
"nur";"ADV";"O";"O";"nur";"ADV";"O";"O";"O";"O";"O"
"vorsorglich";"ADJD";"O";"O";"vorsorglich";"ADJD";"O";"O";"O";"O";"O"
"Wer";"PWS";"O";"O";"Wer";"PWS";"O";"O";"O";"O";"O"
"zeit";"ADV";"O";"O";"zeit";"ADV";"O";"O";"O";"O";"O"
"hat";"VAFIN";"O";"O";"hat";"VAFIN";"O";"O";"O";"O";"O"
"komme";"VVFIN";"O";"O";"komme";"VVFIN";"O";"O";"O";"O";"O"
"an";"APPR";"O";"O";"an";"APPR";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"spitze";"ADJA";"O";"O";"spitze";"ADJA";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"halle";"ADJA";"LOC";"O";"halle";"ADJA";"O";"O";"O";"O";"O"
"Wasserstadt";"NN";"O";"O";"Wasserstadt";"NN";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Dessau";"NE";"LOC";"LOC";"Dessau";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"nicht";"PTKNEG";"O";"O";"nicht";"PTKNEG";"O";"O";"O";"O";"O"
"mehr";"ADV";"O";"O";"mehr";"ADV";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"Freiwilligehelfer";"NN";"O";"O";"Freiwilligehelfer";"NN";"O";"O";"O";"O";"O"
"frei";"ADJD";"O";"O";"frei";"ADJD";"O";"O";"O";"O";"O"
"Muldepegel";"NN";"O";"O";"Muldepegel";"NN";"O";"O";"O";"O";"O"
"nicht";"PTKNEG";"O";"O";"nicht";"PTKNEG";"O";"O";"O";"O";"O"
"mehr";"ADV";"O";"O";"mehr";"ADV";"O";"O";"O";"O";"O"
"ablesbar";"ADJD";"O";"O";"ablesbar";"ADJD";"O";"O";"O";"O";"O"
"an";"APPR";"O";"O";"an";"APPR";"O";"O";"O";"O";"O"
"Dessauer";"ADJA";"LOC";"O";"Dessauer";"ADJA";"O";"O";"O";"O";"O"
"Muldebrücke";"NN";"LOC";"O";"Muldebrücke";"NN";"O";"O";"O";"O";"O"
"Am";"APPRART";"O";"O";"Am";"APPRART";"O";"O";"O";"O";"O"
"Gimritzerdam";"NN";"LOC";"O";"Gimritzerdam";"NN";"O";"O";"O";"O";"O"
"wird";"VAFIN";"O";"O";"wird";"VAFIN";"O";"O";"O";"O";"O"
"noch";"ADV";"O";"O";"noch";"ADV";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"gesucht";"VVPP";"O";"O";"gesucht";"VVPP";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"füllen";"VVFIN";"O";"O";"füllen";"VVFIN";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"verladen";"VVFIN";"O";"O";"verladen";"VVFIN";"O";"O";"O";"O";"O"
"Sammelstelle";"NN";"O";"O";"Sammelstelle";"NN";"O";"O";"O";"O";"O"
"ist";"VAFIN";"O";"O";"ist";"VAFIN";"O";"O";"O";"O";"O"
"am";"APPRART";"O";"O";"am";"APPRART";"O";"O";"O";"O";"O"
"Hubertusplatz";"NN";"LOC";"LOC";"Hubertusplatz";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"Nähe";"NN";"O";"LOC";"Nähe";"NN";"LOC";"LOC";"LOC";"LOC";"LOC"
"waldkarter";"ADJA";"LOC";"O";"waldkarter";"ADJA";"O";"O";"O";"O";"O"
"HalleON";"NE";"O";"O";"HalleON";"VAFIN";"O";"O";"O";"O";"O"
"de";"NE";"O";"O";"De";"NE";"O";"O";"O";"O";"O"
"Am";"APPRART";"O";"O";"Am";"APPRART";"O";"O";"O";"O";"O"
"wurde";"VAFIN";"O";"O";"wurde";"VAFIN";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Trotha";"NE";"LOC";"O";"Trotha";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"an";"APPR";"O";"O";"an";"APPR";"O";"O";"O";"O";"O"
"dieser";"PDAT";"O";"O";"dieser";"PDAT";"O";"O";"O";"O";"O"
"Station";"NN";"O";"O";"Station";"NN";"O";"O";"O";"O";"O"
"bis";"APPR";"O";"O";"bis";"APPR";"O";"O";"O";"O";"O"
"vor";"APPR";"O";"O";"vor";"APPR";"O";"O";"O";"O";"O"
"einer";"ART";"O";"O";"einer";"ART";"O";"O";"O";"O";"O"
"Stunde";"NN";"O";"O";"Stunde";"NN";"O";"O";"O";"O";"O"
"höchste";"ADJA";"O";"O";"höchste";"ADJA";"O";"O";"O";"O";"O"
"Pegel";"NN";"O";"O";"Pegel";"NN";"O";"O";"O";"O";"O"
"aller";"PIDAT";"O";"O";"aller";"PIDAT";"O";"O";"O";"O";"O"
"Zeiten";"NN";"O";"O";"Zeiten";"NN";"O";"O";"LOC";"O";"O"
"bei";"APPR";"O";"O";"bei";"APPR";"O";"O";"O";"O";"O"
"Metern";"NN";"O";"O";"Metern";"NN";"O";"O";"O";"O";"O"
"gemessen";"VVPP";"O";"O";"gemessen";"VVPP";"O";"O";"O";"O";"O"
"Jetzt";"ADV";"O";"O";"Jetzt";"ADV";"O";"O";"O";"O";"O"
"sind";"VAFIN";"O";"O";"sind";"VAFIN";"O";"O";"O";"O";"O"
"wir";"PPER";"O";"O";"wir";"PPER";"O";"O";"O";"O";"O"
"bei";"APPR";"O";"O";"bei";"APPR";"O";"O";"O";"O";"O"
"m";"NN";"O";"O";"M";"NE";"O";"O";"O";"O";"O"
"Uhr";"NN";"O";"O";"Uhr";"NN";"O";"O";"O";"O";"O"
"Wenn";"KOUS";"O";"O";"Wenn";"KOUS";"O";"O";"O";"O";"O"
"ihr";"PPOSAT";"O";"O";"ihr";"PPOSAT";"O";"O";"O";"O";"O"
"Zeit";"NN";"O";"O";"Zeit";"NN";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"Kraft";"NN";"O";"O";"Kraft";"NN";"O";"O";"LOC";"O";"O"
"habt";"VAFIN";"O";"O";"habt";"VAFIN";"O";"O";"O";"O";"O"
"könnt";"ADJD";"O";"O";"könnt";"ADJD";"O";"O";"O";"O";"O"
"ihr";"PPOSAT";"O";"O";"ihr";"PPOSAT";"O";"O";"O";"O";"O"
"euch";"PPER";"O";"O";"euch";"PPER";"O";"O";"O";"O";"O"
"zum";"APPRART";"O";"O";"zum";"APPRART";"O";"O";"O";"O";"O"
"Sandsackbefüllen";"NN";"O";"O";"Sandsackbefüllen";"NN";"O";"O";"O";"O";"O"
"melden";"VVFIN";"O";"O";"melden";"VVFIN";"O";"O";"O";"O";"O"
"Alle";"PIDAT";"O";"O";"Alle";"PIDAT";"O";"O";"O";"O";"O"
"Infos";"NN";"O";"O";"Infos";"NN";"O";"O";"O";"O";"O"
"dazu";"PROAV";"O";"O";"dazu";"PROAV";"O";"O";"O";"O";"O"
"auf";"PTKVZ";"O";"O";"auf";"PTKVZ";"O";"O";"O";"O";"O"
"Wer";"PWS";"O";"O";"Wer";"PWS";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Einsatzkräfte";"NN";"O";"O";"Einsatzkräfte";"NN";"O";"O";"O";"O";"O"
"beim";"APPRART";"O";"O";"beim";"APPRART";"O";"O";"O";"O";"O"
"Sandsackfüllen";"NN";"O";"O";"Sandsackfüllen";"NN";"O";"O";"O";"O";"O"
"unterstützen";"VVINF";"O";"O";"unterstützen";"VVINF";"O";"O";"O";"O";"O"
"möchte";"VMFIN";"O";"O";"möchte";"VMFIN";"O";"O";"O";"O";"O"
"kann";"VMFIN";"O";"O";"kann";"VMFIN";"O";"O";"O";"O";"O"
"sich";"PRF";"O";"O";"sich";"PRF";"O";"O";"O";"O";"O"
"beim";"APPRART";"O";"O";"beim";"APPRART";"O";"O";"O";"O";"O"
"Bürgertelefon";"NN";"O";"O";"Bürgertelefon";"NN";"O";"O";"O";"O";"O"
"melden";"VVFIN";"O";"O";"melden";"VVFIN";"O";"O";"O";"O";"O"
"Die";"ART";"O";"O";"Die";"ART";"O";"O";"O";"O";"O"
"Landeshauptstadt";"NN";"O";"O";"Landeshauptstadt";"NN";"O";"O";"O";"O";"O"
"hat";"VAFIN";"O";"O";"hat";"VAFIN";"O";"O";"O";"O";"O"
"unter";"APPR";"O";"O";"unter";"APPR";"O";"O";"O";"O";"O"
"ein";"ART";"O";"O";"ein";"ART";"O";"O";"O";"O";"O"
"Bürgertelefon";"NN";"O";"O";"Bürgertelefon";"NN";"O";"O";"O";"O";"O"
"geschaltet";"VVPP";"O";"O";"geschaltet";"VVPP";"O";"O";"O";"O";"O"
"das";"ART";"O";"O";"das";"ART";"O";"O";"O";"O";"O"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"Dienstag";"NN";"O";"O";"Dienstag";"NN";"O";"O";"O";"O";"O"
"von";"APPR";"O";"O";"von";"APPR";"O";"O";"O";"O";"O"
"bis";"APPR";"O";"O";"bis";"APPR";"O";"O";"O";"O";"O"
"Uhr";"NN";"O";"O";"Uhr";"NN";"O";"O";"O";"O";"O"
"geschaltet";"VVPP";"O";"O";"geschaltet";"VVPP";"O";"O";"O";"O";"O"
"ist";"VAFIN";"O";"O";"ist";"VAFIN";"O";"O";"O";"O";"O"
"Lokalräumung";"NN";"O";"O";"Lokalräumung";"NN";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Stein";"NE";"LOC";"O";"Stein";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"WELLENSPIEL";"NE";"O";"O";"Wellenspiel";"NE";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"ab";"APPR";"O";"O";"ab";"APPR";"O";"O";"O";"O";"O"
"früh";"ADJD";"O";"O";"früh";"ADJD";"O";"O";"O";"O";"O"
"gesucht";"VVPP";"O";"O";"gesucht";"VVPP";"O";"O";"O";"O";"O"
"Diese";"PDAT";"O";"O";"Diese";"PDAT";"O";"O";"O";"O";"O"
"Personen";"NN";"O";"O";"Personen";"NN";"O";"O";"O";"O";"O"
"würden";"VAFIN";"O";"O";"würden";"VAFIN";"O";"O";"O";"O";"O"
"Helfen";"NN";"O";"O";"Helfen";"NN";"O";"O";"O";"O";"O"
"einfach";"ADV";"O";"O";"einfach";"ADV";"O";"O";"O";"O";"O"
"bei";"APPR";"O";"O";"bei";"APPR";"O";"O";"O";"O";"O"
"diesen";"PDAT";"O";"O";"diesen";"PDAT";"O";"O";"O";"O";"O"
"Personen";"NN";"O";"O";"Personen";"NN";"O";"O";"O";"O";"O"
"melden";"VVFIN";"O";"O";"melden";"VVFIN";"O";"O";"O";"O";"O"
"Raum";"NN";"O";"O";"Raum";"NN";"O";"O";"LOC";"O";"O"
"St";"NE";"LOC";"O";"St";"NE";"O";"O";"O";"O";"O"
"Valentin";"NE";"LOC";"O";"Valentin";"NE";"O";"O";"O";"O";"O"
"Steyr";"NE";"LOC";"O";"Steyr";"NE";"O";"O";"O";"O";"O"
"Raum";"NN";"O";"O";"Raum";"NN";"O";"O";"LOC";"O";"O"
"Krems";"NE";"LOC";"O";"Krems";"NE";"O";"O";"O";"O";"O"
"Steyr";"NE";"LOC";"LOC";"Steyr";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"Garsten";"NN";"LOC";"O";"Garsten";"NN";"O";"O";"O";"O";"O"
"In";"APPR";"O";"O";"In";"APPR";"O";"O";"O";"O";"O"
"kürze";"ADJA";"O";"O";"kürze";"ADJA";"O";"O";"O";"O";"O"
"weitere";"ADJA";"O";"O";"weitere";"ADJA";"O";"O";"O";"O";"O"
"Helfer";"NN";"O";"O";"Helfer";"NN";"O";"O";"O";"O";"O"
"VON";"APPR";"O";"O";"von";"APPR";"O";"O";"O";"O";"O"
"Sabrina";"NE";"O";"O";"Sabrina";"NE";"O";"O";"O";"O";"O"
"Zeugswetter";"ADJA";"O";"O";"Zeugswetter";"ADJA";"O";"O";"O";"O";"O"
"Kloster";"NN";"LOC";"O";"Kloster";"NN";"O";"O";"LOC";"O";"O"
"Und";"KON";"O";"O";"Und";"KON";"O";"O";"O";"O";"O"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"Stein";"NE";"LOC";"O";"Stein";"NE";"O";"LOC";"LOC";"LOC";"LOC"
"würde";"VAFIN";"O";"O";"würde";"VAFIN";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"benötigen";"VVFIN";"O";"O";"benötigen";"VVFIN";"O";"O";"O";"O";"O"
"Denise";"NE";"O";"O";"Denise";"NE";"O";"O";"O";"O";"O"
"Dvorak";"NE";"O";"O";"Dvorak";"NE";"O";"O";"O";"O";"O"
"möchte";"VMFIN";"O";"O";"möchte";"VMFIN";"O";"O";"O";"O";"O"
"euch";"PPER";"O";"O";"euch";"PPER";"O";"O";"O";"O";"O"
"wieterhin";"ADV";"O";"O";"wieterhin";"ADV";"O";"O";"O";"O";"O"
"mit";"APPR";"O";"O";"mit";"APPR";"O";"O";"O";"O";"O"
"Semmeln";"NN";"O";"O";"Semmeln";"NN";"O";"O";"O";"O";"O"
"Broten";"NN";"O";"O";"Broten";"NN";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"Getränke";"NN";"O";"O";"Getränke";"NN";"O";"O";"O";"O";"O"
"aushelfen";"VVFIN";"O";"O";"aushelfen";"VVFIN";"O";"O";"O";"O";"O"
"Zu";"PTKZU";"O";"O";"Zu";"PTKZU";"O";"O";"O";"O";"O"
"wählen";"VVINF";"O";"O";"wählen";"VVINF";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"nennen";"VVINF";"O";"O";"nennen";"VVINF";"O";"O";"O";"O";"O"
"ist";"VAFIN";"O";"O";"ist";"VAFIN";"O";"O";"O";"O";"O"
"Rotes";"ADJA";"O";"O";"Rotes";"ADJA";"O";"O";"O";"O";"O"
"Kreuz";"NN";"O";"O";"Kreuz";"NN";"O";"O";"LOC";"O";"O"
"Herzogenburg";"NE";"LOC";"O";"Herzogenburg";"NE";"O";"O";"O";"O";"O"
"Denise";"NE";"O";"O";"Denise";"NE";"O";"O";"O";"O";"O"
"Dvorak";"NE";"O";"O";"Dvorak";"NE";"O";"O";"O";"O";"O"
"Ab";"APPR";"O";"O";"Ab";"APPR";"O";"O";"O";"O";"O"
"Uhr";"NN";"O";"O";"Uhr";"NN";"O";"O";"O";"O";"O"
"hat";"VAFIN";"O";"O";"hat";"VAFIN";"O";"O";"O";"O";"O"
"hat";"VAFIN";"O";"O";"hat";"VAFIN";"O";"O";"O";"O";"O"
"sie";"PPER";"O";"O";"sie";"PPER";"O";"O";"O";"O";"O"
"Zeit";"NN";"O";"O";"Zeit";"NN";"O";"O";"O";"O";"O"
"für";"APPR";"O";"O";"für";"APPR";"O";"O";"O";"O";"O"
"Betroffene";"NN";"O";"O";"Betroffene";"NN";"O";"O";"O";"O";"O"
"ACHTUNG";"NE";"LOC";"LOC";"Achtung";"NN";"O";"O";"O";"O";"O"
"Jeder";"PIS";"O";"O";"Jeder";"PIS";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"helfen";"VVINF";"O";"O";"helfen";"VVINF";"O";"O";"O";"O";"O"
"will";"VMFIN";"O";"O";"will";"VMFIN";"O";"O";"O";"O";"O"
"einfach";"ADV";"O";"O";"einfach";"ADV";"O";"O";"O";"O";"O"
"nach";"APPR";"O";"O";"nach";"APPR";"O";"O";"O";"O";"O"
"Stein";"NN";"LOC";"O";"Stein";"NN";"O";"O";"LOC";"LOC";"LOC"
"kommen";"VVINF";"O";"O";"kommen";"VVINF";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"anbieten";"VVFIN";"O";"O";"anbieten";"VVFIN";"O";"O";"O";"O";"O"
"es";"PPER";"O";"O";"es";"PPER";"O";"O";"O";"O";"O"
"gibt";"VVFIN";"O";"O";"gibt";"VVFIN";"O";"O";"O";"O";"O"
"einige";"PIAT";"O";"O";"einige";"PIAT";"O";"O";"O";"O";"O"
"die";"ART";"O";"O";"die";"ART";"O";"O";"O";"O";"O"
"Hilfe";"NN";"O";"O";"Hilfe";"NN";"O";"O";"O";"O";"O"
"brauchen";"VVFIN";"O";"O";"brauchen";"VVFIN";"O";"O";"O";"O";"O"
"z";"PPER";"O";"O";"z";"PPER";"O";"O";"O";"O";"O"
"B";"NN";"O";"O";"B";"NN";"O";"O";"O";"O";"O"
"auch";"ADV";"O";"O";"auch";"ADV";"O";"O";"O";"O";"O"
"Sandsäcke";"NN";"O";"O";"Sandsäcke";"NN";"O";"O";"O";"O";"O"
"füllen";"VVINF";"O";"O";"füllen";"VVINF";"O";"O";"O";"O";"O"
"und";"KON";"O";"O";"und";"KON";"O";"O";"O";"O";"O"
"schlichten";"ADJA";"O";"O";"schlichten";"ADJA";"O";"O";"O";"O";"O"
"usw";"NN";"O";"O";"Usw";"NN";"O";"O";"O";"O";"O"
"Suche";"NN";"O";"O";"Suche";"NN";"O";"O";"O";"O";"O"
"Mitfahrgelegenheit";"NN";"O";"O";"Mitfahrgelegenheit";"NN";"O";"O";"O";"O";"O"
"zur";"APPRART";"O";"O";"zur";"APPRART";"O";"O";"O";"O";"O"
"Hochwassergebieten";"NN";"O";"O";"Hochwassergebieten";"NN";"O";"O";"O";"O";"O"
"von";"APPR";"O";"O";"von";"APPR";"O";"O";"O";"O";"O"
"Amberg";"NE";"LOC";"LOC";"Amberg";"NE";"LOC";"LOC";"LOC";"LOC";"LOC"
"in";"APPR";"O";"O";"in";"APPR";"O";"O";"O";"O";"O"
"der";"ART";"O";"O";"der";"ART";"O";"O";"O";"O";"O"
"Opf";"NN";"LOC";"O";"Opf";"NN";"O";"O";"O";"O";"O"
"zum";"APPRART";"O";"O";"zum";"APPRART";"O";"O";"O";"O";"O"
"helfen";"VVINF";"O";"O";"helfen";"VVINF";"O";"O";"O";"O";"O"
"Würde";"VAFIN";"O";"O";"Würde";"VAFIN";"O";"O";"O";"O";"O"
"auch";"ADV";"O";"O";"auch";"ADV";"O";"O";"O";"O";"O"
"gern";"ADV";"O";"O";"gern";"ADV";"O";"O";"O";"O";"O"
"helfen";"VVFIN";"O";"O";"helfen";"VVFIN";"O";"O";"O";"O";"O"
"bin";"VAFIN";"O";"O";"bin";"VAFIN";"O";"O";"O";"O";"O"
